Географические координаты,Глубина землетрясений,Магнитуда,Тип грунта,Геологические структуры,История землетрясений,Активные сейсмические зоны,Распределение активностей,Глубина пластов,Тектонические движения,Сейсмогенные процессы,Интервал времени,Погодные условия,Сейсмографические данные,Эпицентры,Подготовленность,Геодинамические процессы
"88.96872440177255, 88.63663820090204",93.64548650231015,6.2,Гравий,Ложе реки,Средняя,Нет,Неравномерное,10,Горизонтальные,Тектонические,51,Солнечно,Не доступны,Не установлены,Низкая,Активные
"0.8023980173600787, 0.42636672232606543",19.093237278954188,4.3,Глина,Плато,Низкая,Нет,Равномерное,9,Сдвиговые,Волнообразные,98,Пасмурно,Доступны,Не установлены,Высокая,Пассивные
"20.825023915214178, 74.9502055545334",40.11092210809474,4.7,Песок,Ложе реки,Средняя,Да,Неравномерное,8,Вертикальные,Тектонические,75,Пасмурно,Не доступны,Установлены,Высокая,Активные
"41.18521988041652, -42.03216047054656",47.31507973279085,5.5,Песок,Гора,Высокая,Нет,Неравномерное,4,Сдвиговые,Вулканические,8,Пасмурно,Не доступны,Установлены,Низкая,Пассивные
"82.53286733783828, -71.03760574509603",45.478016924568095,7.2,Глина,Плато,Высокая,Нет,Неравномерное,2,Вертикальные,Вулканические,66,Пасмурно,Доступны,Не установлены,Средняя,Активные
"24.63618808037445, -152.59907868741374",54.32934262666037,3.7,Глина,Плато,Средняя,Да,Равномерное,6,Горизонтальные,Вулканические,4,Солнечно,Не доступны,Не установлены,Высокая,Пассивные
"50.689154367660706, 34.63340164682714",73.28535479143217,3.1,Скала,Гора,Низкая,Да,Неравномерное,1,Сдвиговые,Волнообразные,10,Солнечно,Доступны,Установлены,Низкая,Пассивные
"50.52315639326886, -69.29355851094077",69.48830048480363,4.2,Гравий,Гора,Высокая,Да,Равномерное,6,Вертикальные,Тектонические,68,Солнечно,Доступны,Не установлены,Низкая,Активные
"69.46710349964107, -117.50927534814393",82.40982069466871,4.1,Глина,Гора,Высокая,Нет,Равномерное,1,Горизонтальные,Волнообразные,5,Дождь,Доступны,Не установлены,Средняя,Активные
"30.54929886370352, 83.74573614535541",5.536663120400384,7.5,Песок,Плато,Высокая,Да,Равномерное,8,Горизонтальные,Вулканические,82,Солнечно,Не доступны,Установлены,Средняя,Активные
"3.967877040273425, 118.83369871090656",45.31244368365248,5.3,Песок,Гора,Высокая,Да,Равномерное,6,Горизонтальные,Волнообразные,11,Пасмурно,Доступны,Установлены,Высокая,Активные
"80.7463992151087, 102.7860689062424",95.30424279163876,2.7,Гравий,Равнина,Средняя,Да,Равномерное,4,Горизонтальные,Вулканические,9,Солнечно,Не доступны,Не установлены,Высокая,Активные
"26.13478868766962, -9.948298916397903",13.763942418807906,5.2,Глина,Плато,Низкая,Нет,Неравномерное,6,Сдвиговые,Вулканические,67,Снег,Доступны,Установлены,Средняя,Пассивные
"53.65979750802368, 130.30845024020516",97.42621864578568,4.3,Глина,Ложе реки,Низкая,Да,Равномерное,4,Вертикальные,Вулканические,9,Снег,Не доступны,Не установлены,Высокая,Пассивные
"70.9553625601787, 22.80548120392291",23.378155078656025,5.2,Песок,Равнина,Средняя,Нет,Неравномерное,8,Сдвиговые,Волнообразные,76,Дождь,Доступны,Не установлены,Высокая,Активные
"36.47432957262215, 144.77297643586263",96.6891938421139,7.1,Песок,Равнина,Низкая,Да,Неравномерное,10,Сдвиговые,Тектонические,66,Снег,Доступны,Не установлены,Высокая,Пассивные
"2.9277596955250984, -113.22694679462555",16.536352650471464,5.8,Глина,Равнина,Высокая,Да,Равномерное,6,Вертикальные,Тектонические,95,Солнечно,Не доступны,Установлены,Средняя,Пассивные
"27.74924923261639, -0.6492859133319371",60.266942454728955,2.4,Гравий,Плато,Низкая,Да,Неравномерное,10,Сдвиговые,Вулканические,37,Снег,Доступны,Установлены,Средняя,Пассивные
"64.58982141363488, 60.329581497332555",17.71352056257131,7.8,Гравий,Ложе реки,Низкая,Нет,Неравномерное,1,Вертикальные,Вулканические,53,Солнечно,Не доступны,Установлены,Низкая,Пассивные
"57.1319616004932, 123.44316670999876",67.52324783899076,7.2,Песок,Ложе реки,Средняя,Да,Равномерное,6,Вертикальные,Вулканические,80,Пасмурно,Доступны,Не установлены,Высокая,Активные
"52.94051002633984, 11.951134573185499",93.64501509864822,5.4,Гравий,Плато,Средняя,Нет,Равномерное,2,Горизонтальные,Волнообразные,96,Дождь,Не доступны,Установлены,Низкая,Активные
